Brand,Model,Rank,Benchmark,Samples
Sapphire,SAPPHIRE R7 260X 2GB OC,188,19.8,35850
XFX,XFX 260X 2GB,188,19.8,35850
MSI,MSI R7 260X 2GB OC,188,19.8,35850
AMD,R7 265,189,19.7,9117
Sapphire,Sapphire R7 265 2GB Dual-X ,189,19.7,9117
MSI,MSI R7 265 2GB OC,189,19.7,9117
Nvidia,GTX 680M,190,19.4,1304
AMD,HD 5870,191,19.4,10554
Nvidia,MX350,192,19.2,2441
AMD,HD 6950,193,19.2,23478
Nvidia,GTX 570,194,19.1,21326
AMD,HD 7850,195,19,51352
Nvidia,GTX 480,196,18.7,3923
Vmware,SVGA 3D,197,18.4,9594
Nvidia,GTX 750 Ti,198,18.2,293396
EVGA,EVGA GTX 750 Ti 2GB SC,198,18.2,293396
Asus,ASUS GTX 750 Ti 2GB OC,198,18.2,293396
MSI,MSI GTX 750 Ti 2GB,198,18.2,293396
MSI,MSI GTX 750 Ti 2GB Gaming,198,18.2,293396
EVGA,EVGA GTX 750 Ti 2GB,198,18.2,293396
EVGA,EVGA GTX 750 Ti 2GB FTW,198,18.2,293396
Gigabyte,Gigabyte GTX 750 Ti 2GB OC 2,198,18.2,293396
Gigabyte,Gigabyte GTX 750 Ti 2GB,198,18.2,293396
Nvidia,GTX 650 Ti Boost,199,18.1,15557
Nvidia,GTX 560 Ti (448 Core LE),200,18,2151
Nvidia,GTX 960M,201,17.7,68656
AMD,R7 360,202,17.5,22942
MSI,MSI R7 360 2G OC,202,17.5,22942
Sapphire,Sapphire R7 360 2GB OC,202,17.5,22942
Sapphire,Sapphire R7 360 2GB NITRO,202,17.5,22942
Gigabyte,Gigabyte R7 360 2GB,202,17.5,22942
Gigabyte,Gigabyte R7 360 2GB V2,202,17.5,22942
XFX,XFX R7 360 2GB 360P,202,17.5,22942
Asus,Asus R7 360 2GB OC V2,202,17.5,22942
AMD,RX Vega 8 5000 (iGPU),203,17.4,106171
Nvidia,Quadro K2200,204,17.3,15507
Nvidia,GTX 770M,205,17.2,6278
Nvidia,GTX 560 Ti,206,17.1,41708
Intel,Iris Xe,207,16.8,129236
AMD,Radeon HD 8950,208,16.7,602
AMD,HD 5970 (Crossfire Disabled),209,16.6,1619
AMD,FirePro M6100 (FireGL V),210,16.5,239
Nvidia,Quadro K5000M,211,16.4,345
Intel,Iris Xe DG1,212,16.3,94
Nvidia,GTX 860M,213,16.3,19551
AMD,RX Vega 11 (Ryzen iGPU),214,16.1,47970
Nvidia,GTX 675MX,215,16,567
Nvidia,GTX 650 Ti,216,15.5,26520
Nvidia,GTX 470,217,15.5,5279
AMD,HD 5850,218,15.4,14623
Nvidia,GTX 850M,219,15.2,13563
Nvidia,GTX 750,220,15.2,73531
EVGA,EVGA GTX 750 1GB Dual-Link,220,15.2,73531
EVGA,EVGA GTX 750 1GB Dual-Link SC,220,15.2,73531
AMD,HD 6870,221,15.1,26218
Nvidia,GTX 950M,222,14.9,38138
Nvidia,MX150-0,223,14.7,32403
Nvidia,MX250,224,14.5,9648
Nvidia,GT 1030,225,14.4,171815
Nvidia,GTX 460 v2,226,14.3,669
Nvidia,GTX 560 Ti-OEM,227,14.3,1432
Nvidia,GTX 560,228,14.2,28403
Nvidia,GTX 765M,229,14.1,6997
Nvidia,Quadro 6000,230,13.6,1446
Nvidia,Quadro K1200,231,13.4,3830
Nvidia,GTX 580M,232,13.3,406
AMD,RX 550,233,13.3,82224
Nvidia,GTX 675M,234,13.3,989
Nvidia,Quadro K4000,235,13.1,10288
AMD,HD 5830,236,13,2683
AMD,HD 7770,237,12.7,39258
AMD,FirePro V7900 (FireGL V),238,12.6,569
AMD,RX Vega 8 4000 (iGPU),239,12.6,151972
Nvidia,GTX 460,240,12.5,30678
AMD,Radeon HD 8760,241,12.4,200
Intel,Iris Pro 580 (Mobile Skylake),242,12.3,768
Nvidia,Quadro K4000M,243,12.2,619
Nvidia,GTX 670MX,244,12.1,2241
AMD,R7 250X,245,12.1,11727
Nvidia,GTX 555,246,11.9,733
Nvidia,GTX 465,247,11.9,1411
AMD,HD 6850,248,11.7,28053
Nvidia,Quadro K3100M,249,11.6,2810
Nvidia,GTX 760M,250,11.6,1741
Nvidia,GTX 485M,251,11.4,60
Nvidia,GTX 560 SE,252,11.4,1766
Nvidia,GTX 295 (SLI Disabled),253,11.2,1051
AMD,RX Vega 10 (Ryzen iGPU),254,10.9,544
Nvidia,MX150-2,255,10.9,5244
Nvidia,Quadro K620,256,10.8,17040
ATI,Radeon HD 5700,257,10.8,22
Intel,Iris Plus G7,258,10.6,45035
AMD,HD 5770,259,10.5,36331
Nvidia,MX230,260,10.5,6515
AMD,RX Vega 8 (Ryzen iGPU),261,10.5,92651
Nvidia,GTX 670M,262,10.4,2952
AMD,R9 M370X,263,10.3,1100
AMD,Radeon HD 6770,264,10.3,16498
Nvidia,GTX 460 SE,265,10.3,3139
AMD,HD 6790,266,10.3,3983
AMD,HD 6970M,267,10.1,1549
ATI,HD 4890,268,10.1,127
Asus,EAH6770,269,10.1,105
AMD,FirePro M6000,270,10.1,235
Nvidia,GTX 745 (OEM),271,9.97,27178
Nvidia,GTX 645,272,9.95,4970
Nvidia,MX130,273,9.94,14793
Nvidia,GTX 940M,274,9.89,15019
AMD,Radeon 540,275,9.84,167
Nvidia,940MX,276,9.76,38717
Nvidia,GTX 285,277,9.76,2859
Nvidia,Quadro 5000,278,9.75,2778
Nvidia,GT 755M,279,9.65,3574
Nvidia,GTX 570M,280,9.64,635
AMD,FirePro M5100 (FireGL V),281,9.55,345
Nvidia,840M,282,9.54,20101
Intel,Iris Pro HD 6200 (Desktop),283,9.47,1175
AMD,FirePro M8900,284,9.46,199
Nvidia,GTX 275,285,9.45,3119
Nvidia,GTX 550 Ti,286,9.07,55322
AMD,Radeon HD 7800M,287,9.01,505
Intel, Iris Plus 650 (Mobile Kaby Lake),288,8.77,1680
Nvidia,GTX 280,289,8.77,1426
Nvidia,GTX 650,290,8.68,71560
ATI,FirePro V5800 (FireGL V),291,8.64,437
ATI,HD 4870,292,8.64,21547
Nvidia,930MX,293,8.58,6951
Intel,Iris 550 (Mobile Skylake),294,8.54,755
AMD,Mobility Radeon HD 5870,295,8.49,2962
Nvidia,Quadro FX 5800,296,8.43,789
Nvidia,GT 750M,297,8.37,13906
Nvidia,GTX 480M,298,8.3,34
AMD,R7 250,299,8.29,24901
Nvidia,Quadro 4000M,300,8.23,1126
AMD,HD 5750,301,8.15,12238
AMD,R7 250E,302,8.02,10450
Intel,Iris Plus 640 (Mobile Kaby Lake),303,7.99,8474
Nvidia,GT 740,304,7.92,30040
ATI,Radeon HD 4850,305,7.91,1024
AMD,Radeon HD 6700,306,7.87,4322
ATI,Radeon HD 4850-X2,307,7.85,100
Nvidia,Quadro K3000M,308,7.84,2291
AMD,HD 7750,309,7.75,23065
Intel,UHD Graphics 770,310,7.67,11004
Nvidia,9800 GTX,311,7.66,3950
Nvidia,GTS 450,312,7.65,29414
Nvidia,Quadro K2000,313,7.6,12465
Nvidia,GTX 660M,314,7.6,7312
Nvidia,GT 745M,315,7.57,1220
Nvidia,GTX 560M,316,7.54,6242
Nvidia,GTX 260,317,7.52,12176
Nvidia,Quadro K2100M,318,7.44,6446
ATI,Radeon HD 4800,319,7.31,119
AMD,RX Vega 6 (Ryzen iGPU),320,7.31,2334
Nvidia,GTX 460M,321,7.23,3999
Intel,UHD Graphics 750,322,7.22,13508
Nvidia,GTS 250,323,7.12,14498
ATI,Radeon HD 4770,324,7.12,1513
AMD,Radeon HD 7700M,325,7.09,691
Nvidia,8800 GTS-512,326,7.09,1281
Intel,Iris Plus G4,327,7.08,9520
AMD,FirePro M4000,328,6.99,1459
Nvidia,GT 640,329,6.99,34672
Intel,Iris 540 (Mobile Skylake),330,6.99,4691
AMD,Mobility Radeon HD 5850,331,6.93,1222
Nvidia,Quadro FX 3800M,332,6.9,383
Nvidia,GT 650M,333,6.85,13302
Nvidia,Quadro 4000,334,6.79,14231
Nvidia,830M,335,6.69,1247
AMD,Radeon R7 Graphics,336,6.58,25018
Nvidia,Quadro FX 3800,337,6.55,3682
ATI,FirePro M7740,338,6.53,218
AMD,Radeon  530,339,6.5,3134
Nvidia,GTS 240,340,6.49,1065
Nvidia,GTX 285M,341,6.47,127
AMD,Radeon HD 8570,342,6.4,3519
Nvidia,GTX 280M,343,6.38,161
AMD,FirePro V4900,344,6.33,2151
Intel,Iris Pro HD 6100 (Mobile),345,6.3,5611
Nvidia,MX110,346,6.3,7212
AMD,HD 7730,347,6.28,3147
Nvidia,8800 Ultra,348,6.23,122
Nvidia,Quadro 2000,349,6.13,15764
Nvidia,8800 GT,350,6.13,5635
Nvidia,GT 740M,351,6.12,16052
AMD,FirePro V5900 (FireGL V),352,6.1,1609
Nvidia,GT 635,353,5.99,3561
Nvidia,920MX,354,5.93,8274
Intel,HD 6000 (Mobile),355,5.91,4967
Nvidia,Quadro K2000M,356,5.88,4220
AMD,Radeon HD 6670,357,5.83,33247
Nvidia,GT 545,358,5.7,2950
Nvidia,8800 GTX,359,5.67,1488
Intel,UHD Graphics 730,360,5.64,8025
Nvidia,Quadro K1100M,361,5.64,4953
AMD,Radeon HD 8650G,362,5.64,3368
Nvidia,Quadro 3000M,363,5.62,2505
Nvidia,Quadro FX 3700M,364,5.6,383
AMD,R7 240,365,5.56,56184
Nvidia,9800 GT,366,5.55,18811
AMD,Radeon HD 6730M,367,5.51,118
AMD,Radeon  HD 6770M,368,5.43,676
AMD,Radeon HD 6700M,369,5.39,1869
Nvidia,GT 640M,370,5.38,3527
Intel,Iris Pro HD 5200 (V1 Mobile 1.15 GHz),371,5.33,1180
AMD,Radeon HD 5670,372,5.32,16976
AMD,Radeon HD 7670,373,5.3,3376
Intel,UHD G1,374,5.2,66002
AMD,Radeon HD 8670D,375,5.18,6658
ATI,FirePro V4800 (FireGL V),376,5.17,2319
Nvidia,Quadro 2000M,377,5.12,3141
Intel,UHD Graphics 630 (Desktop Coffee Lake i5 i7),378,5.12,138101
AMD,Radeon HD 7570,379,5.07,12933
Nvidia,Quadro FX 2800M,380,5.05,1103
Intel,Iris Pro HD 5200 (V2 Mobile 1.2 GHz),381,5.04,5300
Nvidia,GT 730,382,5.03,164775
ATI,Radeon HD 3870,383,5.01,1729
Nvidia,Quadro FX 3700,384,4.99,1103
AMD,Radeon HD 7660D,385,4.98,7522
Intel,HD 630 (Desktop Kaby Lake),386,4.98,156516
Nvidia,8800 GS,387,4.92,349
AMD,Radeon HD 6750M,388,4.83,510
Intel,UHD Graphics 620 (Mobile Kaby Lake R),389,4.83,393994
AMD,Radeon 520,390,4.82,213
Nvidia,GTX 260M,391,4.77,1102
Intel,UHD Graphics 630 (Desktop Coffee Lake i3),392,4.76,34783
AMD,Radeon HD 6570,393,4.72,22263
Intel,HD 530 (Desktop Skylake),394,4.66,185074
Intel,HD P530 (Server Skylake),395,4.6,5128
Intel,HD 620 (Mobile Kaby Lake),396,4.59,378482
Intel,HD 530 (Mobile Skylake),397,4.59,194600
Nvidia,GT 445M,398,4.57,365
Nvidia,GT 555M,399,4.51,4142
AMD,Radeon HD 6630M,400,4.46,2453
AMD,RX Vega 3 (Ryzen iGPU),401,4.38,19596
Intel,HD 520 (Mobile Skylake),402,4.26,319225
Nvidia,GTS 360M,403,4.23,1259
AMD,Radeon HD 7660G,404,4.2,4117
Nvidia,GT 240,405,4.18,10558
ATI,Radeon HD 3800,406,4.14,3328
AMD,Radeon HD 5570,407,4.12,11383
ATI,Mobility Radeon HD 3870-X2 (Crossfire Disabled),408,4.1,143
AMD,Mobility Radeon HD 5730,409,4.08,2564
Nvidia,8800 GTS,410,4.06,3161
AMD,Radeon HD 7600M,411,4.04,7568
Nvidia,GT 230,412,4.01,1423
AMD,Radeon HD 7670M,413,3.99,920
Nvidia,GT 440,414,3.95,13989
Nvidia,9600 GT,415,3.94,20282
Nvidia,Quadro FX 4600,416,3.94,1235
Nvidia,820M,417,3.89,8870
Nvidia,GT 720,418,3.82,16117
Nvidia,GT 630,419,3.78,59096
Nvidia,NVS 5400M,420,3.75,1599
Intel,HD 5500 (Mobile 0.95 GHz),421,3.72,223239
Nvidia,9800M GTS,422,3.71,351
Intel,Iris Pro HD 5100 (Mobile 1.1 GHz),423,3.68,4387
ATI,Mobility Radeon HD 4670,424,3.67,2155
AMD,Radeon HD 8570D,425,3.66,8028
Nvidia,GT 720M,426,3.66,4571
Nvidia,GT 550M,427,3.58,929
Nvidia,710M,428,3.55,2228
AMD,Radeon HD 7500M,429,3.54,12529
Nvidia,GT620M,430,3.53,880
AMD,Radeon HD 7650M,431,3.53,532
AMD,Radeon HD 8610G,432,3.52,5548
AMD,Radeon HD 7560D,433,3.5,9479
Nvidia,Quadro K600,434,3.5,8792
AMD,Radeon HD 6550D,435,3.48,3964
Nvidia,Quadro K1000M,436,3.48,3965
Nvidia,GT 635M,437,3.47,3034
Intel,HD 615 (Mobile Kaby Lake),438,3.45,10646
Nvidia,GTS 250M,439,3.44,294
Nvidia,Quadro FX 1800,440,3.42,6328
Nvidia,GT 530,441,3.41,5662
Nvidia,GT 430,442,3.38,19825
Nvidia,GT 630M,443,3.36,7356
Nvidia,GT 710,444,3.36,170781
Nvidia,GT625M,445,3.34,41
Nvidia,Quadro 1000M,446,3.33,6035
Nvidia,9800M-GS,447,3.3,227
Nvidia,GT 320,448,3.3,2087
Nvidia,NVS 5200M,449,3.27,1727
ATI,Radeon HD 4670,450,3.2,19856
Nvidia,NVS 510,451,3.19,2295
Nvidia,GT 435M,452,3.18,614
AMD,Radeon HD 6500M,453,3.18,13112
Nvidia,Quadro 600,454,3.16,15796
AMD,Radeon HD 8510G,455,3.13,2338
Nvidia,GT 540M,456,3.13,14391
Intel,HD P4000 (Server 1.25 GHz),457,3.11,761
AMD,Radeon HD 8550G,458,3.1,3015
Nvidia,Quadro FX 3600M,459,3.1,116
Intel,HD 515 (Mobile Skylake),460,3.09,9228
Intel,HD 5000 (Mobile 1.0/1.1 GHz),461,3.07,6916
AMD,Radeon HD 5500,462,3.06,5829
AMD,Radeon HD 7610M,463,3.04,309
AMD,Radeon HD 7640G,464,2.94,7836
ATI,Radeon HD 4650,465,2.89,1673
Intel,HD Graphics P4600,466,2.89,2141
Intel,HD 4000 (Desktop 1.15 GHz),467,2.83,54064
AMD,Radeon HD 8470D,468,2.82,8421
ATI,Mobility Radeon HD 4650,469,2.8,4472
AMD,Radeon HD 6620G,470,2.78,3357
Nvidia,Quadro FX 1800M,471,2.78,1190
Intel,HD 4600 (Desktop 1.25 GHz),472,2.76,250918
AMD,Radeon HD 7600G,473,2.73,1657
Nvidia,GT 335M,474,2.72,924
Intel,HD 4600 (Mobile 1.15 GHz),475,2.71,251449
Nvidia,GT 425M,476,2.7,2997
AMD,Radeon HD 7540D,477,2.67,4371
Nvidia,Quadro FX 2700M,478,2.62,798
Intel,HD 4000 (Mobile 1.25 GHz),479,2.6,405101
Intel, HD 610 (Desktop Kaby Lake),480,2.57,13834
Nvidia,GT 525M,481,2.56,8884
Nvidia,GT 130,482,2.53,236
Nvidia,GT 420M,483,2.45,1915
Intel,HD 4400 (Desktop 1.15 GHz),484,2.43,55937
Intel,Core M HD 5300,485,2.41,6994
AMD,Radeon HD 7520G,486,2.4,4871
Intel,HD 510 (Desktop Skylake),487,2.32,15960
AMD,Radeon HD 6530D,488,2.31,4689
Nvidia,GT 220,489,2.29,18689
Intel,HD 4400 (Mobile 1.0/1.1 GHz),490,2.22,274655
Nvidia,GT 620,491,2.21,16566
Nvidia,GT 330M,492,2.16,7624
AMD,Radeon HD 6520G,493,2.14,8023
Nvidia,NVS 5100M,494,2.13,1887
Nvidia,GT 240M,495,2.13,2412
Nvidia,Quadro FX 880M,496,2.11,4649
Intel,UHD Graphics 605,497,2.1,13868
Nvidia,GT 520MX,498,2.07,1569
AMD,Radeon HD 7500G,499,2.05,1243
Nvidia,9700M GT,500,2.05,300
Nvidia,GT 705,501,2,4624
AMD,Radeon  HD 6490M,502,1.99,416
AMD,Radeon HD 7470M,503,1.98,451
AMD,HD 7470,504,1.97,14679
Nvidia,GT 130M,505,1.95,682
Intel,HD 3000 (Desktop V2 1.35 GHz),506,1.93,6890
AMD,Radeon HD 8370D,507,1.92,5290
Nvidia,8600 GTS,508,1.91,2643
AMD,Radeon R5,509,1.9,42222
AMD,Radeon HD 7400M,510,1.87,4713
AMD,Radeon HD 6470M,511,1.87,4454
Nvidia,GT 230M,512,1.86,2887
AMD,Radeon HD 7480D,513,1.86,8155
Nvidia,610M,514,1.86,4709
Nvidia,GT 520,515,1.86,14402
Nvidia,Quadro 400,516,1.84,1010
ATI,Radeon HD 2600-XT,517,1.78,1905
Nvidia,9500 GS,518,1.77,1398
Nvidia,GT 610,519,1.77,59248
Intel,HD 3000 (Mobile V2 1.3 GHz),520,1.76,114375
Nvidia,9650M-GT,521,1.75,329
Nvidia,GT 520M,522,1.74,5728
Nvidia,NVS 4200M,523,1.74,6469
Nvidia,Quadro FX 770M,524,1.74,844
Nvidia,GT 420,525,1.74,9661
ATI,Radeon HD 2600,526,1.73,6
Nvidia,320M,527,1.71,552
AMD,Radeon HD 7450,528,1.69,10092
Nvidia,GT 220M,529,1.67,960
AMD,Radeon HD 6480G,530,1.67,4985
AMD,Radeon HD 6450,531,1.66,30909
Intel,HD 4200 (Mobile 0.85 GHz),532,1.66,3317
Nvidia,Quadro FX 1600M,533,1.65,423
Intel,HD 3000 (Desktop V1 1.1 GHz),534,1.61,7859
Nvidia,9500 GT,535,1.59,27299
AMD,Radeon R3 Graphics,536,1.58,6172
AMD,Radeon HD 6410D,537,1.57,3112
ATI,Mobility Radeon HD 3670,538,1.56,405
AMD,Radeon HD 7400G,539,1.55,375
Intel,UHD Graphics 600,540,1.54,33075
AMD,Radeon HD 8400-R3,541,1.53,12368
Nvidia,7900 GTX,542,1.53,191
Intel,HD 3000 (Mobile V1 1.1/1.2 GHz),543,1.52,207383
Nvidia,Quadro NVS 320M,544,1.51,171
ATI,Mobility Radeon HD 2600-XT,545,1.49,295
Intel,HD Graphics (G4 Pentium/Celeron 1.05/1.15 GHz),546,1.46,36451
Nvidia,Quadro FX 580,547,1.45,5941
Nvidia,9600M-GS,548,1.45,1042
ATI,HD 3650,549,1.44,4018
Nvidia,9600M-GT,550,1.42,4021
Nvidia,8600 GT,551,1.4,7840
Nvidia,410M,552,1.4,4591
ATI,Mobility FireGL V5700,553,1.36,178
AMD,Radeon HD 8330,554,1.35,8962
Nvidia,Quadro FX 570M,555,1.33,445
Nvidia,GT 415M,556,1.27,85
Nvidia,NVS 310,557,1.26,4759
ATI,Radeon HD 2600-PRO,558,1.26,1815
Intel,HD 2500 (Desktop 1.05 GHz),559,1.23,143038
ATI,Mobility Radeon HD 545v,560,1.23,656
ATI,Mobility Radeon HD 3650,561,1.17,3287
Nvidia,8600M GT,562,1.17,2101
Nvidia,Quadro FX 1700,563,1.15,2644
Intel,HD Graphics (G3 Pentium/Celeron 1.0/1.1 GHz),564,1.14,29283
ATI,Mobility Radeon HD 4570,565,1.14,393
AMD,HD 8240,566,1.14,3326
ATI,Mobility Radeon HD 2600,567,1.12,958
AMD,Radeon HD 6370M,568,1.1,748
ATI,Mobility Radeon HD 6370,569,1.1,335
Nvidia,7800 GTX,570,1.06,207
ATI,Mobility Radeon HD 4500,571,1.06,10011
Nvidia,Quadro FX 4500,572,1.01,309
Nvidia,7900 GS,573,0.99,588
ATI,Radeon HD 4550,574,0.99,3265
Nvidia,GT 320M,575,0.95,1807
Nvidia,Quadro FX 3500,576,0.95,594
Nvidia,7800 GT,577,0.94,231
ATI,Mobility Radeon HD 5470,578,0.93,16176
Nvidia,310M,579,0.91,8427
AMD,Radeon HD 6300M,580,0.91,3031
AMD,Radeon HD 7350,581,0.9,1654
Nvidia,9400 GT,582,0.9,12738
ATI,Radeon HD 4200,583,0.9,10294
Nvidia,G210M,584,0.89,1372
ATI,Radeon HD 4300,585,0.89,15014
Nvidia,315M,586,0.88,3260
AMD,FirePro 2270,587,0.86,472
Nvidia,Quadro FX 380,588,0.86,1159
ATI,Mobility Radeon HD 4350,589,0.86,1840
AMD,Radeon HD 6350,590,0.85,2833
Nvidia,NVS 3100M,591,0.84,8765
ATI,Mobility Radeon HD 530v,592,0.84,249
ATI,Radeon HD 3200,593,0.83,5781
Nvidia,310,594,0.82,4099
AMD,Radeon HD 7340,595,0.82,3266
ATI,Radeon HD 5400,596,0.81,10059
AMD,Radeon HD 5450,597,0.81,64090
Nvidia,305M,598,0.81,45
Nvidia,G210,599,0.78,3960
ATI,Mobility Radeon HD 4300,600,0.78,2770
Nvidia,NVS 300,601,0.77,2470
Nvidia,210,602,0.77,63076
Nvidia,Go 7900,603,0.77,122
AMD,HD 8210,604,0.76,4684
ATI,Radeon HD 4250,605,0.76,5677
AMD,Radeon HD 6320,606,0.76,8534
Nvidia,8400 GS,607,0.75,18976
ATI,Mobility Radeon HD 4250,608,0.73,11030
Nvidia,8600M GS,609,0.73,898
Nvidia,9400M,610,0.73,599
ATI,Radeon 3000 Graphics,611,0.71,22207
Nvidia,7600 GT,612,0.7,1214
Nvidia,Quadro NVS 295,613,0.69,1000
ATI,Radeon HD 4290,614,0.69,1046
Intel,HD 2000 (Desktop 1.1 GHz),615,0.68,143729
Intel,HD Graphics (G2 Pentium/Celeron 1.1/1.15 GHz),616,0.67,38296
AMD,Radeon HD 6310,617,0.67,13006
Nvidia,7800 GS,618,0.66,41
Nvidia,8500 GT,619,0.66,4617
Nvidia,ION,620,0.65,1633
AMD,Radeon HD 7310,621,0.65,7836
ATI,Radeon HD 3450,622,0.64,4640
Nvidia,Quadro FX 570,623,0.64,1367
Nvidia,8400M GT,624,0.64,371
Intel,HD Graphics (Clarkdale 0.733/0.9 GHz),625,0.64,16172
ATI,Mobility Radeon HD 3400,626,0.62,6569
ATI,Radeon HD 3300,627,0.62,911
Intel,HD Graphics (Bay Trail 0.667 - 0.854 GHz),628,0.62,89802
Nvidia,G105M,629,0.61,2388
Intel,Q45/Q43 Express Chipset,630,0.58,15736
Intel,G45/G43 Express Chipset,631,0.57,6510
AMD,Radeon HD 6250M,632,0.57,47
Nvidia,Quadro FX 1500,633,0.57,499
ATI,Radeon HD 2400-PRO,634,0.56,2936
Nvidia,Quadro NVS 290,635,0.56,1546
Intel,G41 Express Chipset,636,0.56,31162
Nvidia,Quadro NVS 140M,637,0.55,885
Nvidia,9300M GS,638,0.54,2046
Nvidia,Quadro NVS 160M,639,0.53,1471
Nvidia,7600 GS,640,0.53,1213
AMD,Radeon HD 6290,641,0.52,2401
Intel,4 Series Internal Chipset,642,0.49,991
Nvidia,8400M GS,643,0.49,2312
Nvidia,9200M GS,644,0.49,1060
Nvidia,Quadro NVS 450,645,0.49,584
AMD,Radeon HD 6250,646,0.49,1598
Nvidia,9300 GS,647,0.48,442
Intel,HD Graphics (Arrandale 0.667/0.766 GHz),648,0.48,94280
AMD,Radeon X1650,649,0.48,727
Nvidia,8200,650,0.47,1024
ATI,FirePro 2260,651,0.45,368
Intel,Mobile Series 4 Express Chipset Family,652,0.45,25180
ATI,Mobility Radeon HD 2400,653,0.43,633
ATI,Radeon 3100 Graphics,654,0.42,1219
AMD,Radeon X1600,655,0.4,1015
Nvidia,Quadro FX 3450/4000 SDI,656,0.37,416
Nvidia,Go 7600,657,0.37,396
Nvidia,7300 GT,658,0.35,1545
ATI,Mobility Radeon X1600,659,0.33,428
Nvidia,6600 GT,660,0.32,578
ATI,MOBILITY FireGL V5250,661,0.31,43
Nvidia,8400M G,662,0.3,305
Nvidia,Quadro NVS 135M,663,0.3,600
Nvidia,8200M G,664,0.3,1353
Nvidia,6600,665,0.22,965
Nvidia,7300 GS,666,0.18,932
AMD,Radeon X1300,667,0.18,1436
Nvidia,Go 7400,668,0.17,410
AMD,Radeon X1550,669,0.16,754
ATI,Mobility Radeon X2300,670,0.15,386
Nvidia,7300 LE,671,0.15,1556
ATI,Mobility Radeon X1400,672,0.13,467
Nvidia,Go 7300,673,0.13,580
ATI,Mobility Radeon X1300,674,0.13,358
Nvidia,Quadro NVS 440,675,0.11,105
Nvidia,7100 GS,676,0.07,814
Nvidia,7300 SE,677,0.07,2613
Nvidia,7100 / nForce 630i,678,0.07,1219
Nvidia,6200,679,0.06,1771
Nvidia,6150,680,0.06,1044
Nvidia,7025 / nForce 630a,681,0.06,7730
Nvidia,6100,682,0.06,904
Nvidia,6150SE nForce 430,683,0.05,6584
Nvidia,7150M / nForce 630M,684,0.05,388
Intel,Graphics Media Accelerator 3150,685,0,0
